Year	Age	mx	mx2	sexo	qx	l	d	L	T	e
2013	17	0.000325131973123124	-8.03127938691104	fem	0.000325079123451033	98061.0379002601	31.8775962453151	98045.0991021375	6631249.47129401	67.6236924805832
2013	18	0.000388205219181937	-7.8539764427501	fem	0.000388129877285537	98029.1603040148	38.0480459592015	98010.1362810352	6533204.37219187	66.6455200873969
2013	19	0.000450620571371892	-7.7048848777195	fem	0.000450519057170973	97991.1122580556	44.1468635056342	97969.0388263028	6435194.23591083	65.6712031083392
2013	20	0.000497031616733397	-7.60685691873326	fem	0.000496908116981332	97946.96539455	48.6706421382415	97922.6300734808	6337225.19708453	64.7005772109112
2013	21	0.000512667722724352	-7.57588263663845	fem	0.000512536331081725	97898.2947524117	50.1764328115584	97873.2065360059	6239302.56701105	63.7324948589806
2013	22	0.000500199530565699	-7.6005034780144	fem	0.000500074451636134	97848.1183196002	48.9313441123017	97823.652647544	6141429.36047504	62.7649204291836
2013	23	0.000470178224829772	-7.66239873337352	fem	0.000470067708369659	97799.1869754879	45.9722397019834	97776.2008556369	6043605.7078275	61.79607310378
2013	24	0.00043366088804986	-7.7432476932282	fem	0.000433566870758018	97753.2147357859	42.3825554195312	97732.0234580761	5945829.50697186	60.8248999589697
2013	25	0.000399726638556858	-7.82472964809084	fem	0.000399646758507788	97710.8321803663	39.0498173519819	97691.3072716903	5848097.48351379	59.8510661818811
2013	26	0.000374331447486007	-7.89036892978907	fem	0.00037426139421104	97671.7823630144	36.554777442259	97653.5049742932	5750406.1762421	58.8747951262904
2013	27	0.000359401634628034	-7.93107003541138	fem	0.000359337057597164	97635.2275855721	35.083955398429	97617.6856078729	5652752.6712678	57.896650738213
2013	28	0.000356355224362677	-7.93958250336147	fem	0.000356291737381276	97600.1436301737	34.7741247426566	97582.7565678023	5555134.98565993	56.9172828957039
2013	29	0.000367548280642282	-7.90865587204307	fem	0.00036748074304771	97565.369505431	35.8533944815802	97547.4428081902	5457552.22909213	55.9373910718222
2013	30	0.000397212291914924	-7.83103967985989	fem	0.000397133413556627	97529.5161109494	38.7322296556674	97510.1499961216	5360004.78628394	54.9577707346195
2013	31	0.000450943715566981	-7.70416802543596	fem	0.000450842055731204	97490.7838812938	43.952945419889	97468.8074085838	5262494.63628782	53.9794063272228
2013	32	0.000529163421609095	-7.5442132482766	fem	0.000529023439337917	97446.8309358739	51.5516576542765	97421.0551070467	5165025.82887923	53.0035279677606
2013	33	0.000628589430489967	-7.37203224810748	fem	0.000628391909542558	97395.2792782196	61.2024055260712	97364.6780754566	5067604.77377219	52.0313182664229
2013	34	0.000740280103861653	-7.20848192465424	fem	0.000740006164147156	97334.0768726935	72.0278168673663	97298.0629642598	4970240.09569673	51.0637204912055
2013	35	0.000846484067960578	-7.07441917764253	fem	0.000846125901389772	97262.0490558262	82.2959389283771	97220.901086362	4872942.03273247	50.1011656657111
2013	36	0.000926006784222434	-6.98462899697081	fem	0.000925578172249586	97179.7531168978	89.9474582696042	97134.779387763	4775721.13164611	49.1431700377071
2013	37	0.000978383602508184	-6.9296087332287	fem	0.000977905141323565	97089.8056586282	94.9446201236782	97042.3333485663	4678586.35225834	48.1882348050881
2013	38	0.00101406950866967	-6.89378382717863	fem	0.00101355551394222	96994.8610385045	98.3096762296358	96945.7062003897	4581544.01890978	47.2349150239106
2013	39	0.0010472582508483	-6.86157971958301	fem	0.00104671006730628	96896.5513622749	101.422595798153	96845.8400643758	4484598.31270939	46.2823315139717
2013	40	0.00109453917263388	-6.81742185120428	fem	0.00109394038311983	96795.1287664767	105.888100246933	96742.1847163533	4387752.47264501	45.3303025530416
2013	41	0.00117119205500003	-6.74973319842093	fem	0.00117050647725903	96689.2406662298	113.175382481079	96632.6529749893	4291010.28792866	44.379397938817
2013	42	0.00127740209080032	-6.6629268800757	fem	0.00127658656004004	96576.0652837487	123.287706962783	96514.4214302673	4194377.63495367	43.4308192472973
2013	43	0.00140824145133166	-6.56541355062743	fem	0.00140725034463285	96452.7775767859	135.733204485727	96384.9109745431	4097863.2135234	42.4856942067956
2013	44	0.00155605133124986	-6.46560386453494	fem	0.0015548413110763	96317.0443723002	149.757719550822	96242.1655125248	4001478.30254886	41.5448618531285
2013	45	0.00170889472643561	-6.37190847625706	fem	0.00170743539724094	96167.2866527494	164.199429287521	96085.1869381056	3905236.13703633	40.6087794817146
2013	46	0.00185368634046725	-6.29057900605001	fem	0.00185196932504272	96003.0872234619	177.794772647252	95914.1898371382	3809150.95009823	39.6773797620888
2013	47	0.00199077565987208	-6.21923093735958	fem	0.00198879538032348	95825.2924508146	190.576898944327	95730.0040013424	3713236.76026109	38.7500696871552
2013	48	0.0021264088258038	-6.15332071942898	fem	0.00212414962017193	95634.7155518703	203.142444714756	95533.1443295129	3617506.75625975	37.8262928413029
2013	49	0.00226925248949602	-6.08830480150139	fem	0.00226667968254968	95431.5731071555	216.312807835744	95323.4167032377	3521973.61193024	36.9057482472345
2013	50	0.00243054532598769	-6.01963963282003	fem	0.00242759394233838	95215.2602993198	231.143989120801	95099.6883047594	3426650.195227	35.9884558888454
2013	51	0.00262154730118069	-5.94399056255899	fem	0.00261811404685608	94984.116310199	248.679249139944	94859.776685629	3331550.50692224	35.0748170993355
2013	52	0.00284310492767652	-5.86285853961603	fem	0.00283906713239335	94735.437061059	268.960265632971	94600.9569282426	3236690.73023661	34.1655755295718
2013	53	0.00309194971038062	-5.77895341281982	fem	0.00308717455665442	94466.4767954261	291.634503619624	94320.6595436163	3142089.77330837	33.2614264858505
2013	54	0.00336278751631457	-5.69498503099902	fem	0.003357139678974	94174.8422918064	316.158099818942	94016.763241897	3047769.11376475	32.3628799326369
2013	55	0.0036476825057147	-5.61366324298229	fem	0.00364103779360547	93858.6841919875	341.743016401107	93687.8126837869	2953752.35052285	31.4702083877605
2013	56	0.00393834623477817	-5.53699438115263	fem	0.00393060112022936	93516.9411755864	367.577793745183	93333.1522787138	2860064.53783907	30.5833841642558
2013	57	0.00423585233194002	-5.46417071211028	fem	0.00422689376297314	93149.3633818412	393.732463103623	92952.4971502894	2766731.38556035	29.7020965588231
2013	58	0.00454521164441086	-5.39368098600985	fem	0.00453489780208027	92755.6309187376	420.637306783952	92545.3122653456	2673778.88841006	28.8260546764275
2013	59	0.004873153804613	-5.32401395300589	fem	0.00486129925477685	92334.9936119537	448.868035635616	92110.5595941358	2581233.57614472	27.9550956270446
2013	60	0.00522835614331847	-5.25365836325299	fem	0.00521471207837143	91886.125576318	479.15968887758	91646.5457318792	2489123.01655058	27.0892150576442
2013	61	0.00562154378755524	-5.18114895750386	fem	0.00560577247715421	91406.9658874405	512.406653591988	91150.7625606445	2397476.4708187	26.2285969952332
2013	62	0.0060650988462496	-5.10520443890366	fem	0.00604674326246735	90894.5592338485	549.616063642212	90619.7512020274	2306325.70825806	25.3736387270934
2013	63	0.0065742846770904	-5.02458950119572	fem	0.00655272134794815	90344.9431702063	592.005237790573	90048.940551311	2215705.95705603	24.5249582246317
2013	64	0.00716842840965642	-4.93806883812332	fem	0.00714279651010596	89752.9379324157	641.086971835416	89432.394446498	2125657.01650472	23.6834254729951
2013	65	0.00787228320661076	-4.84440714342978	fem	0.00784137793668849	89111.8509605803	698.759702019767	88762.4711095704	2036224.62205822	22.8502112806407
2013	66	0.00871341407529931	-4.74289159301287	fem	0.00867556230204936	88413.0912585605	767.033281530417	88029.5746177953	1947462.15094865	22.0268528475424
2013	67	0.00970708457613747	-4.63489929138824	fem	0.00966012290712359	87646.0579770301	846.671692382991	87222.7221308386	1859432.57633086	21.2152448067678
2013	68	0.010863683676863	-4.52232982522601	fem	0.010804886974222	86799.3862846471	937.857558237447	86330.4575055284	1772209.85420002	20.4173085785226
2013	69	0.0121906894163217	-4.40708278119632	fem	0.0121166839930651	85861.5287264096	1040.35701073939	85341.3502210399	1685879.39669449	19.6348635029129
2013	70	0.0136904366318867	-4.2910577459693	fem	0.0135971488065652	84821.1717156703	1153.32609376518	84244.5086687877	1600538.04647345	18.8695583201636
2013	71	0.0153601835330374	-4.17597660256854	fem	0.0152428176030937	83667.8456219051	1275.3337100585	83030.1787668758	1516293.53780466	18.1227749625201
2013	72	0.0171999221827516	-4.06285041943159	fem	0.0170528479502148	82392.5119118466	1405.02697786898	81689.9984229121	1433263.35903779	17.3955536222911
2013	73	0.0192063838821652	-3.95251256134947	fem	0.0190231164681841	80987.4849339776	1540.63435836436	80217.1677547954	1351573.36061487	16.6886693878283
2013	74	0.021369376358515	-3.84579639311318	fem	0.0211426689723098	79446.8505756132	1679.71846261275	78606.9913443069	1271356.19286008	16.0026002748853
2013	75	0.0236702740041446	-3.74353527951376	fem	0.0233923303878515	77767.1321130005	1819.154447703	76857.554889149	1192749.20151577	15.3374461563355
2013	76	0.0260863596129672	-3.64634272145985	fem	0.025749049959307	75947.9776652975	1955.58827121208	74970.1835296915	1115891.64662662	14.6928421391858
2013	77	0.0286113220296778	-3.55395276433067	fem	0.0282058939679243	73992.3893940854	2087.02148968294	72948.8786492439	1040921.46309693	14.0679530911342
2013	78	0.0312455101093471	-3.46587958962308	fem	0.0307624137626465	71905.3679044025	2211.98267923055	70799.3765647872	967972.584447687	13.4617569266122
2013	79	0.0339917517687418	-3.38163737883392	fem	0.0334205228243158	69693.3852251719	2329.1893716217	68528.7905393611	897173.2078829	12.8731472145345
2013	80	0.0368558724006384	-3.30074031346005	fem	0.0361849623134068	67364.1958535502	2437.57088823367	66145.4104094334	828644.417343539	12.3009620592074
2013	81	0.0398493617655982	-3.22264888979391	fem	0.0390658183213254	64926.6249653166	2536.41173511189	63658.4190977606	762499.006934106	11.744011140906
2013	82	0.0429976909610638	-3.14660886331031	fem	0.0420863980757186	62390.2132302047	2625.77935003536	61077.323555187	698840.587836345	11.2011251709911
2013	83	0.0463371017876927	-3.07181230427962	fem	0.0452799299038129	59764.4338801693	2706.12937683513	58411.3691917517	637763.264281158	10.6712842885771
2013	84	0.0499141233616091	-2.99745128297225	fem	0.048688883606309	57058.3045033342	2778.10514673617	55669.2519299661	579351.895089407	10.1536822752164
2013	85	0.0537873015868219	-2.92271786965858	fem	0.0523663547598296	54280.199356598	2842.45617594189	52858.9712686271	523682.64315944	9.64776565611092
2013	86	0.0580294792510174	-2.846804134609	fem	0.0563778702468503	51437.7431806561	2899.95041082984	49987.7679752412	470823.671890813	9.15327234006396
2013	87	0.0627308361199152	-2.76890214809391	fem	0.0608037626264073	48537.7927698263	2951.28042998627	47062.1525548332	420835.903915572	8.67027278951973
2013	88	0.068002964417334	-2.68820398038368	fem	0.0657422959566237	45586.51233984	2996.96198587604	44088.031346902	373773.751360739	8.19921797426214
2013	89	0.0739843494733913	-2.60390170174871	fem	0.0713137718439231	42589.550353964	3037.22147687786	41070.939615525	329685.720013837	7.7410002517942
2013	90	0.0808477613348885	-2.5151873824594	fem	0.0776659043316275	39552.3288770861	3071.86739066084	38016.3951817557	288614.780398312	7.29703632105252
2013	91	0.088775751087091	-2.4216417396189	fem	0.0849492502957921	36480.4614864253	3098.98785371635	34930.9675595671	250598.385216556	6.86938637850857
2013	92	0.0978421241237577	-2.32440007766147	fem	0.0932079469563424	33381.4736327089	3111.41862368208	31825.7643208679	215667.417656989	6.46069194038416
2013	93	0.10806889399706	-2.22498634785416	fem	0.102434242592361	30270.0550090269	3100.69015807877	28719.7099299875	183841.653336121	6.07338352313194
2013	94	0.119441985621367	-2.12492450146401	fem	0.1125845108161	27169.3648509481	3058.84965092813	25639.940025484	155121.943406134	5.70944312673988
2013	95	0.131896403070205	-2.02573848975803	fem	0.123568213981333	24110.51520002	2979.29330143625	22620.8685493018	129482.00338065	5.37035406777797
2013	96	0.145300355172134	-1.92895226400329	fem	0.135237481794684	21131.2218985837	2857.73323680915	19702.3552801791	106861.134831348	5.05702582388338
2013	97	0.159439653634641	-1.8360897754668	fem	0.147378581552404	18273.4886617746	2693.12083898628	16926.9282422814	87158.7795511687	4.7696847145281
2013	98	0.174004350811641	-1.74867497541561	fem	0.15970675830714	15580.3678227883	2488.29003821039	14336.2228036831	70231.8513088873	4.50771458721046
2013	99	0.188580215703178	-1.66823181511676	fem	0.171865928582633	13092.0777845779	2250.08210552254	11967.0367318166	55895.6285052042	4.26942380154872
2013	100	0.202648111325096	-1.59628424583728	fem	0.183434468961646	10841.9956790554	1988.79571987198	9847.59781911938	43928.5917733876	4.05170718323095
2013	101	0.215685223113176	-1.53393523459493	fem	0.194011031354469	8853.19995918339	1717.61845486851	7994.39073174913	34080.9939542682	3.8495678524595
2013	102	0.227500279638801	-1.48060381141034	fem	0.203477801241052	7135.58150431488	1451.93243507431	6409.61528677772	26086.603222519	3.6558482594228
2013	103	0.238046791413929	-1.43528802205488	fem	0.211834189161762	5683.64906924057	1203.99119206258	5081.65347320928	19676.9879357413	3.46203428396583
2013	104	0.247341350076503	-1.39698591229991	fem	0.21912590340009	4479.65787717799	981.609079259958	3988.85333754801	14595.334462532	3.25813596991173
2013	105	0.25545844411302	-1.36469552791678	fem	0.225438676525444	3498.04879791803	788.595491424062	3103.751052206	10606.481124984	3.03211354035335
2013	106	0.262523437643087	-1.33741491467686	fem	0.230891661929398	2709.45330649397	625.590176856497	2396.65821806572	7502.73007277803	2.76909369679692
