Year	Age	mx	mx2	sexo	qx	l	d	L	T	e
2016	101	0.279556533394305	-1.27455074067078	masc	0.243881019365615	1796.60386513367	438.157582025005	1577.52507412117	5354.75334618423	2.98048637771678
2016	102	0.300816810879583	-1.20125380123543	masc	0.259786640638445	1358.44628310867	352.906196376583	1181.99318492038	3777.22827206306	2.78055033830212
2016	103	0.325694995229079	-1.12179393301672	masc	0.277974624965014	1005.54008673208	279.514628496639	865.782772483765	2595.23508714269	2.58093647521997
2016	104	0.354537377223441	-1.03694150211258	masc	0.298502102942197	726.025458235446	216.720126072853	617.665395199019	1729.45231465892	2.38208219152843
2016	105	0.387721928809753	-0.947466874620921	masc	0.321398983577057	509.305332162592	163.690216087433	427.460224118876	1111.7869194599	2.18294773145036
2016	106	0.425648914599166	-0.854140416639663	masc	0.346654318009975	345.61511607516	119.808972356973	285.710629896673	684.326695341026	1.9800253620626
2016	107	0.46872806649635	-0.757732494266726	masc	0.374202264609023	225.806143718187	84.4971703419761	183.557558547199	398.616065444353	1.76530212544544
2016	108	0.517361473569495	-0.659013473600029	masc	0.403908722556154	141.308973376211	57.0759269221069	112.771009915157	215.058506897154	1.52190269137826
2016	109	0.571921393648374	-0.558753720737494	masc	0.435560115064354	84.2330464541039	36.6885554057706	65.8887687512186	102.287496981997	1.21433927998473
2016	110	0.632722335369993	-0.457723601777039	masc	0.468856120732245	47.5444910483333	22.2915256351105	36.3987282307781	36.3987282307781	0.765571939633877
2017	0	0.0208121827411168	-3.87221675502773	masc	0.0205971039365547	100000	2059.71039365547	98970.1448031723	7221070.98477417	72.2107098477417
2017	1	0.00892194638746365	-4.71924115132083	masc	0.00888226392641456	97940.2896063445	869.931501313029	97505.323855688	7122100.839971	72.7188051883158
2017	2	0.00391481801965375	-5.54298643346679	masc	0.00390716510943101	97070.3581050315	379.269916347953	96880.7231468575	7024595.51611531	72.3660204128906
2017	3	0.00179963126594396	-6.32017348731846	masc	0.00179801290056314	96691.0881886836	173.851823932741	96604.1622767172	6927714.79296845	71.6479142260729
2017	4	0.00088712629732406	-7.0275231987287	masc	0.000886732917124933	96517.2363647508	85.5850105545521	96474.4438594735	6831110.63069174	70.7760695185688
2017	5	0.000479984640491504	-7.64175645355035	masc	0.000479869466291971	96431.6513541963	46.2746050689916	96408.5140516618	6734636.18683226	69.8384409294802
2017	6	0.00029077164539914	-8.1429723225639	masc	0.000290729375421295	96385.3767491273	28.02206038202	96371.3657189363	6638227.6727806	68.8717303046772
2017	7	0.000198487860424194	-8.52478261626035	masc	0.000198468163012055	96357.3546887453	19.1238671777763	96347.7927551564	6541856.30706166	67.8916137558285
2017	8	0.000153137043235266	-8.78417733005831	masc	0.000153125318356762	96338.2308215675	14.7518222644797	96330.8549104352	6445508.51430651	66.9049915006695
2017	9	0.000133936271176497	-8.91814645937641	masc	0.000133927302114589	96323.478999303	12.9003436726679	96317.0288274667	6349177.65939607	65.9151613433939
2017	10	0.000133197176219864	-8.92367999963327	masc	0.000133188305869836	96310.5786556303	12.827442808487	96304.1649342261	6252860.6305686	64.9239233929477
2017	11	0.000150441776367329	-8.80193441661924	masc	0.000150430460570727	96297.7512128218	14.4861150668701	96290.5081552884	6156556.46563438	63.9325050491381
2017	12	0.000189573820044451	-8.5707320576116	masc	0.000189555852063261	96283.265097755	18.2510563550378	96274.1395695774	6060265.95747909	62.9420486657385
2017	13	0.000260720464909963	-8.25206174025935	masc	0.000260686480283101	96265.0140413999	25.0949876848558	96252.4665475575	5963991.81790951	61.9538871655348
2017	14	0.000382832775274423	-7.8679122822115	masc	0.000382759504158003	96239.9190537151	36.8367436972064	96221.5006818665	5867739.35136196	60.9699115404176
2017	15	0.00058712518347662	-7.44027250111707	masc	0.000586952859213064	96203.0823100179	56.4666742269747	96174.8489729044	5771517.85068009	59.9930658363021
2017	16	0.000919235697269397	-6.99196799703432	masc	0.000918813329564228	96146.6156357909	88.340792038653	96102.4452397716	5675343.00170718	59.0280059696092
2017	17	0.00143130094052972	-6.54917149965861	masc	0.00143027711786292	96058.2748437522	137.389952490406	95989.579867507	5579240.55646741	58.0818317374799
