Year	Age	mx	mx2	sexo	qx	l	d	L	T	e
2019	34	0.00213764330553405	-6.14805131587597	masc	0.00213536017321381	92838.1303231376	198.242846047661	92739.0089001138	4169644.14951201	44.9130560363388
2019	35	0.00205830895217372	-6.18587053030415	masc	0.00205619208693908	92639.8874770899	190.485403565319	92544.6447753072	4076905.14061189	44.0080968537459
2019	36	0.00204195023670787	-6.19384992941523	masc	0.00203986687460511	92449.4020735246	188.584472866832	92355.1098370912	3984360.49583659	43.0977421862376
2019	37	0.00208064632623251	-6.17507669977102	masc	0.00207848328210181	92260.8176006578	191.762566976011	92164.9363171697	3892005.38599949	42.1848135233927
2019	38	0.00216417482710137	-6.1357161323973	masc	0.00216183468922049	92069.0550336817	199.038076975563	91969.535995194	3799840.44968232	41.271635168757
2019	39	0.00228375669585572	-6.08193351831983	masc	0.00228115090757242	91870.0169567062	209.569372559484	91765.2322704264	3707870.91368713	40.359967664254
2019	40	0.00242992679265141	-6.01989414856439	masc	0.00242697691035898	91660.4475841467	222.457789879894	91549.2186892068	3616105.6814167	39.4511021571984
2019	41	0.00259289024263024	-5.95498210165536	masc	0.00258953160621078	91437.9897942668	236.781564580633	91319.5990119765	3524556.4627275	38.5458655713852
2019	42	0.00276848066372775	-5.8894566061115	masc	0.00276465195518516	91201.2082296862	252.139598647451	91075.1384303625	3433236.86371552	37.6446423283019
2019	43	0.00295340753701087	-5.82479567795018	masc	0.00294905051937611	90949.0686310387	268.213398083138	90814.9619319972	3342161.72528516	36.7476190310822
2019	44	0.00314331490658935	-5.76247733318876	masc	0.00313837986443977	90680.8552329556	284.590970153285	90538.5597478789	3251346.76335316	35.8548312651064
2019	45	0.00333267635412374	-5.70397958784461	masc	0.00332712915233691	90396.2642628023	300.76004609112	90245.8842397567	3160808.20360528	34.9661374768331
2019	46	0.00351788692531201	-5.64989477493659	masc	0.00351170641067711	90095.5042167112	316.388959731011	89937.3097368457	3070562.31936553	34.0811935740961
2019	47	0.00370796342368569	-5.59727249548961	masc	0.00370109741623303	89779.1152569802	332.281251509297	89612.9746312255	2980625.00962868	33.1995364522925
2019	48	0.00391759761044531	-5.54227666753007	masc	0.00390993383605442	89446.8340054709	349.731202805934	89271.9684040679	2891012.03499745	32.3210102083728
2019	49	0.00416486586533187	-5.48107120908436	masc	0.00415620483966916	89097.1028026649	370.305809868937	88911.9498977305	2801740.06659339	31.4459166287233
2019	50	0.00447244500827832	-5.40982003817889	masc	0.00446245851965654	88726.796992796	395.939651162339	88528.8271672148	2712828.11669566	30.5750709891615
2019	51	0.00486294456109597	-5.32611114777024	masc	0.00485113958958661	88330.8573416337	428.505319032126	88116.6046821176	2624299.28952844	29.709881331487
2019	52	0.00533626755285633	-5.23322883053582	masc	0.00532205496911309	87902.3520226016	467.821149378615	87668.4414479122	2536182.68484632	28.8522733065688
2019	53	0.00588186462595807	-5.13588145408321	masc	0.00586460032556291	87434.5308732229	512.768578224543	87178.1465841107	2448514.24339841	28.0039730178077
2019	54	0.00648166805388958	-5.03877738602	masc	0.00646070735472448	86921.7622949984	561.576068944909	86640.974260526	2361336.0968143	27.166224366233
2019	55	0.00710735586481113	-4.94662499395377	masc	0.00708215834237613	86360.1862260535	611.616513330001	86054.3779693885	2274695.12255378	26.3396273440126
2019	56	0.00772825910507278	-4.86287165454485	masc	0.00769847289192438	85748.5697127235	660.13303945469	85418.5031929962	2188640.74458439	25.5239329579119
2019	57	0.00834643497270816	-4.78592078066448	masc	0.00831170018871386	85088.4366732688	707.229575154575	84734.8218856915	2103222.24139139	24.7180736140159
2019	58	0.00897856872390789	-4.71291479423664	masc	0.00893838173954653	84381.2070981142	754.231440686678	84004.0913777709	2018487.4195057	23.9210540939371
2019	59	0.00964808221879251	-4.64099611718531	masc	0.00960168879594425	83626.9756574276	802.960195208625	83225.4955598232	1934483.32812793	23.1322885100187
2019	60	0.0103858895156236	-4.56730717143446	masc	0.0103321423965856	82824.0154622189	855.749521612657	82396.1407014126	1851257.83256811	22.3517034550513
2019	61	0.0112242575695995	-4.48967798833413	masc	0.0111615006101544	81968.2659406063	914.888850309376	81510.8215154516	1768861.69186669	21.579835459108
2019	62	0.012171123769368	-4.40868903693856	masc	0.0120973552277833	81053.3770902969	980.531495072796	80563.1113427605	1687350.87035124	20.8177738044333
2019	63	0.0132255013098674	-4.32560839572804	masc	0.0131384286499661	80072.8455952241	1052.0313686526	79546.8299108978	1606787.75900848	20.0665749676357
2019	64	0.0143830601523852	-4.24170414318285	masc	0.0142801180743959	79020.8142265715	1128.42655749034	78456.6009478263	1527240.92909758	19.3270715323006
2019	65	0.015634983275078	-4.1582443577833	masc	0.0155133914442753	77892.3876690812	1208.3751004397	77288.2001188613	1448784.32814976	18.5998192057584
